Pitches,Year,BA,BABIP,wOBA,xwOBA,xBA,Hits,ABs,Spin Rate,Velocity,W,L,G,BFP,ERA,H,HR,BB,SO,K %,BB %,Hard Hit %,Barrel %,ERA (t+1),xwOBA - wOBA,BFP/G,Luck Adjusted ERA
2462,2015,0.272,0.304,0.324,0.315,0.254,158,581,2129,87.5,6,6,27,640,4.3,158,18,40,111,0.173,0.062,31.1,5.2,4.39,-0.009000000000000008,23.703703703703702,4.092423609984392
1254,2015,0.272,0.329,0.321,0.331,0.269,91,335,2097,89.2,6,5,16,357,3.6,91,9,17,78,0.218,0.048,41.5,6.2,5.15,0.010000000000000009,22.3125,3.882602184339147
3014,2015,0.265,0.292,0.336,0.318,0.252,193,729,2162,91.5,14,9,32,809,4.67,193,32,63,150,0.185,0.078,32.8,6.1,4.26,-0.018000000000000016,25.28125,4.477407154482607
2478,2015,0.264,0.296,0.334,0.346,0.27,151,573,2202,85.8,9,12,27,636,4.62,151,22,43,121,0.19,0.068,36.7,8.2,3.71,0.011999999999999955,23.555555555555557,4.66491355155009
1481,2015,0.313,0.352,0.382,0.344,0.269,112,358,2277,91.5,4,6,18,399,5.71,112,17,29,77,0.193,0.073,32.9,4.8,4.31,-0.038000000000000034,22.166666666666668,5.0304168875264175
3247,2015,0.238,0.289,0.29,0.292,0.231,183,769,2199,91.3,6,17,33,860,3.02,183,13,73,171,0.199,0.085,27.7,3.6,6.15,0.0020000000000000018,26.060606060606062,2.990087783557374
3275,2015,0.253,0.293,0.322,0.341,0.268,189,748,2078,87.2,11,8,33,843,4.04,189,27,73,171,0.203,0.087,36.6,5.1,3.21,0.019000000000000017,25.545454545454547,4.034960600908249
2909,2015,0.275,0.322,0.316,0.326,0.27,198,720,1864,86.6,7,6,20,509,3.54,132,8,36,90,0.177,0.071,33.1,4.3,3.73,0.010000000000000009,25.45,3.5335378160964233
3010,2015,0.262,0.293,0.325,0.313,0.253,192,732,2022,88.2,11,8,31,792,3.34,192,28,41,153,0.193,0.052,31.9,6.1,4.96,-0.01200000000000001,25.548387096774192,3.52933037422972
1876,2015,0.251,0.29,0.318,0.317,0.248,109,434,2154,92.2,4,7,25,470,4.25,109,17,29,103,0.219,0.062,34.2,6.3,3.61,-0.0010000000000000009,18.8,4.233190444027118
2439,2015,0.27,0.297,0.344,0.34,0.268,151,559,2170,88,9,12,26,622,4.91,151,24,51,109,0.175,0.082,34.8,5.7,3.73,-0.003999999999999948,23.923076923076923,4.660594409608473
3060,2015,0.257,0.31,0.32,0.313,0.248,182,707,1987,88.1,12,10,32,791,4.11,182,20,68,168,0.212,0.086,31.8,4.2,5.44,-0.007000000000000006,24.71875,3.858895761301574
1463,2015,0.297,0.336,0.382,0.361,0.281,100,337,2217,91.3,2,9,18,305,7.06,84,14,25,50,0.164,0.082,37.3,7.7,4.22,-0.02100000000000002,16.944444444444443,6.466049800080226
2943,2015,0.267,0.295,0.331,0.33,0.261,176,660,2136,88.1,11,11,31,741,4.99,176,20,64,120,0.162,0.086,32.3,5.1,3.77,-0.0010000000000000009,23.903225806451612,4.579518801067104
1716,2015,0.26,0.33,0.292,0.283,0.242,114,438,2221,87.4,7,7,18,469,3.26,114,6,23,107,0.228,0.049,31.7,1.8,4.78,-0.009000000000000008,26.055555555555557,2.6217144213052817
2378,2015,0.276,0.32,0.335,0.34,0.273,145,526,2111,92,10,6,25,587,4.82,145,15,49,110,0.187,0.083,41.1,4.5,5.18,0.0050000000000000044,23.48,4.584497907069774
3194,2015,0.265,0.309,0.323,0.319,0.256,201,758,2130,87.8,11,11,32,831,4.46,201,17,64,147,0.177,0.077,31.5,4.5,4.98,-0.0040000000000000036,25.96875,4.117688744217333
2744,2015,0.287,0.333,0.34,0.334,0.272,196,682,2392,88,9,15,28,737,4.92,196,25,38,149,0.202,0.052,36.3,5.6,3.15,-0.006000000000000005,26.321428571428573,4.690625411865492
1178,2015,0.239,0.253,0.315,0.313,0.227,67,280,1858,74.9,5,4,16,310,4.09,67,12,27,52,0.168,0.087,29.1,6.5,3.33,-0.0020000000000000018,19.375,3.994970725970888
3373,2015,0.272,0.33,0.312,0.314,0.267,218,802,1988,87.7,9,10,32,862,3.36,218,16,44,177,0.205,0.051,32.9,4.3,3.2,0.0020000000000000018,26.9375,3.4134937277575146
3323,2015,0.233,0.324,0.285,0.268,0.215,185,794,2217,89.6,13,11,31,854,3.41,185,23,42,274,0.321,0.049,27,4,3.34,-0.01699999999999996,27.548387096774192,3.262608571253806
3339,2015,0.273,0.305,0.33,0.332,0.27,228,836,2273,91.1,11,13,32,910,4.96,228,29,49,163,0.179,0.054,31.8,5.2,3.81,0.0020000000000000018,28.4375,4.552685374797438
3438,2015,0.185,0.247,0.225,0.248,0.207,150,811,2312,91.5,22,6,33,870,1.77,150,10,48,236,0.271,0.055,24.7,2.2,3.1,0.022999999999999993,26.363636363636363,1.9995746144653306
2793,2015,0.244,0.3,0.296,0.297,0.248,166,681,2126,86.4,8,7,32,739,3.95,166,17,43,167,0.226,0.058,28.5,3.3,2.13,0.0010000000000000009,23.09375,3.489818306976961
3185,2015,0.24,0.306,0.289,0.283,0.229,183,764,2209,88.5,11,12,32,828,3.34,183,16,47,207,0.25,0.057,28.4,4.4,2.44,-0.006000000000000005,25.875,3.3057057409553043
3268,2015,0.242,0.284,0.293,0.311,0.251,194,803,2133,89.5,7,6,19,516,2.62,93,11,29,120,0.233,0.056,31.8,4.9,2.79,0.018000000000000016,27.157894736842106,2.965219756627177
2913,2015,0.273,0.324,0.321,0.316,0.257,194,710,2026,90.3,9,13,31,785,4.05,194,17,55,151,0.192,0.07,34.3,4.9,3.28,-0.0050000000000000044,25.322580645161292,3.970457510297355
1566,2015,0.228,0.29,0.3,0.3,0.226,81,356,2222,88.7,3,7,18,395,4.15,81,11,28,104,0.263,0.071,30.9,6.3,2.53,0,21.944444444444443,4.079820136378389
2754,2015,0.243,0.263,0.296,0.337,0.278,174,717,2152,88.3,9,5,21,556,3.56,123,14,34,90,0.162,0.061,35.6,5.3,4.69,0.041000000000000036,26.476190476190474,3.698827369872877
2869,2015,0.232,0.279,0.314,0.317,0.233,152,655,2170,88.9,11,12,31,744,4.55,152,23,79,170,0.228,0.106,33.9,5.9,4.26,0.0030000000000000027,24,4.405293638824119
2777,2015,0.228,0.304,0.28,0.272,0.217,154,675,2136,91.8,14,12,30,730,3.63,154,18,43,216,0.296,0.059,34.5,4.9,3.32,-0.008000000000000007,24.333333333333332,3.690905248979952
3273,2015,0.231,0.3,0.283,0.291,0.233,189,819,2300,90.2,9,16,32,886,3.49,189,22,45,245,0.277,0.051,32.5,5.6,3.14,0.008000000000000007,27.6875,3.616620847443333
949,2015,0.195,0.199,0.274,0.325,0.242,47,241,2380,85.8,7,2,10,251,3.02,47,13,8,57,0.227,0.032,36.4,11.4,4.4,0.05099999999999999,25.1,3.538480153929857
767,2015,0.29,0.335,0.331,0.325,0.269,54,186,1883,89.8,2,5,10,212,5.14,54,2,19,30,0.142,0.09,36.3,2.5,5.83,-0.006000000000000005,21.2,4.089021602295039
1336,2015,0.308,0.327,0.379,0.364,0.296,103,334,2208,88.6,4,8,18,373,6.88,103,13,27,50,0.134,0.072,33.8,5.2,5.82,-0.015000000000000013,20.72222222222222,5.919865821211277
3388,2015,0.23,0.292,0.27,0.284,0.233,190,826,2147,90.8,9,4,21,592,2.53,133,13,29,138,0.233,0.049,31,4.6,3.99,0.013999999999999957,28.19047619047619,2.8652385292761586
2532,2015,0.252,0.281,0.33,0.311,0.246,152,603,2199,88.9,10,10,25,660,4.99,152,29,49,138,0.209,0.074,31.1,6.1,5.87,-0.019000000000000017,26.4,4.647575056050743
2150,2015,0.229,0.268,0.276,0.268,0.221,113,493,2419,89.3,5,8,20,535,3.38,113,13,32,113,0.211,0.06,27.6,4.1,3.04,-0.008000000000000007,26.75,3.276846975704966
3492,2015,0.217,0.269,0.254,0.272,0.23,185,854,1991,86.3,20,8,33,911,2.48,185,17,51,216,0.237,0.056,28,3.3,4.55,0.018000000000000016,27.606060606060606,2.636012802506243
3241,2015,0.263,0.312,0.308,0.293,0.237,207,788,2298,85,19,7,32,859,3.89,207,19,53,171,0.199,0.062,29.2,3.5,4.34,-0.015000000000000013,26.84375,3.525454180550021
655,2015,0.293,0.331,0.353,0.327,0.264,44,150,1961,85.6,2,2,8,171,4.46,44,4,17,27,0.158,0.099,38.1,4,4.83,-0.025999999999999968,21.375,4.195219640173454
2360,2015,0.264,0.3,0.327,0.339,0.262,137,518,2233,90.3,7,8,30,588,4.08,137,15,53,102,0.173,0.09,32.8,4.5,3.51,0.01200000000000001,19.6,3.9088141276647024
3298,2015,0.251,0.293,0.305,0.34,0.269,190,758,2121,88.8,13,9,34,850,3.55,190,16,72,155,0.182,0.085,33.5,5.9,5.37,0.03500000000000003,25,3.696996260750406
3162,2015,0.227,0.254,0.313,0.321,0.229,156,687,2125,87.6,9,9,33,776,3.59,156,29,71,162,0.209,0.091,35.6,7.9,4.25,0.008000000000000007,23.515151515151516,3.8674861790253603
2089,2015,0.259,0.288,0.326,0.311,0.24,135,522,1827,86.9,7,10,25,569,4.46,135,24,35,116,0.204,0.062,34.3,6,3.88,-0.015000000000000013,22.76,4.359532043275279
2448,2015,0.264,0.275,0.33,0.317,0.246,163,617,2050,77.8,7,12,26,669,4.64,163,24,33,90,0.135,0.049,28.5,6.2,5.06,-0.013000000000000012,25.73076923076923,4.324949031975217
3239,2015,0.187,0.232,0.224,0.258,0.214,148,790,2246,89,19,3,32,843,1.66,148,14,40,200,0.237,0.047,27.8,4,4.37,0.034,26.34375,2.2259068657795824
3392,2015,0.194,0.283,0.231,0.235,0.195,163,839,2201,89,16,7,33,890,2.13,163,15,42,301,0.338,0.047,24.4,3.3,1.69,0.003999999999999976,26.96969696969697,2.370015614308136
2976,2015,0.255,0.286,0.323,0.33,0.251,180,706,2143,88.3,11,14,32,800,4.08,180,22,77,137,0.171,0.096,36.9,5.7,4.33,0.007000000000000006,25,4.119130457804427
1804,2015,0.267,0.313,0.32,0.331,0.26,120,450,1941,88.3,4,7,16,372,4.48,85,8,25,79,0.212,0.067,34.9,6.9,4.62,0.01100000000000001,23.25,4.454884458039624
1858,2015,0.272,0.304,0.318,0.345,0.28,119,438,2191,88,4,8,23,482,4.5,119,11,33,77,0.16,0.068,35.9,4.1,2.28,0.02699999999999997,20.956521739130434,4.195318137712755
3042,2015,0.238,0.285,0.308,0.307,0.233,162,680,2177,85.6,5,9,21,509,3.89,117,14,43,121,0.238,0.084,29.4,5.9,4.48,-0.0010000000000000009,24.238095238095237,3.832623526409685
2393,2015,0.294,0.323,0.359,0.342,0.276,176,598,1956,89.1,6,14,26,666,5.63,176,23,57,104,0.156,0.086,32,4.8,4.51,-0.01699999999999996,25.615384615384617,4.948925555159608
2791,2015,0.246,0.288,0.308,0.31,0.235,163,663,2112,90.6,11,13,30,752,4.11,163,18,65,148,0.197,0.086,28.7,4.8,4.62,0.0020000000000000018,25.066666666666666,3.8511180953608495
1754,2015,0.302,0.323,0.363,0.347,0.279,130,430,1766,90.9,5,10,20,478,4.72,130,14,37,60,0.126,0.077,36.9,5,4.86,-0.016000000000000014,23.9,4.498586986802931
3235,2015,0.252,0.29,0.304,0.32,0.257,186,737,2053,89,11,11,32,821,3.84,186,18,65,145,0.177,0.079,34.4,5,5.07,0.016000000000000014,25.65625,3.8381271746385823
2255,2015,0.293,0.305,0.346,0.372,0.308,184,629,2125,88.1,11,9,27,651,4.4,184,29,16,94,0.144,0.025,40.6,7.6,5.95,0.026000000000000023,24.11111111111111,4.549497419324005
2067,2015,0.26,0.283,0.315,0.322,0.258,128,493,2094,84.6,9,5,24,543,3.92,128,17,36,91,0.168,0.066,29.6,5.3,5.71,0.007000000000000006,22.625,3.8087248987141864
2663,2015,0.304,0.336,0.339,0.357,0.3,198,651,1746,90.5,6,11,30,714,4.26,198,11,45,86,0.12,0.063,36.8,4.6,5.07,0.01799999999999996,23.8,4.127384799811931
1678,2015,0.253,0.288,0.317,0.347,0.281,104,411,2085,89,7,5,17,457,4,104,12,36,82,0.179,0.079,40.6,4.8,3.38,0.02999999999999997,26.88235294117647,4.038097224654263
2638,2015,0.285,0.339,0.316,0.32,0.266,175,615,1922,90.8,14,3,27,673,4.2,175,10,49,121,0.18,0.073,34.6,4.8,4.76,0.0040000000000000036,24.925925925925927,4.069312497727153
1529,2015,0.269,0.293,0.344,0.338,0.269,99,368,2210,89.3,6,11,17,413,5.07,99,13,33,63,0.153,0.08,37.4,6.8,4.9,-0.00599999999999995,24.294117647058822,4.929125627711187
2548,2015,0.278,0.335,0.322,0.294,0.245,176,634,2012,90.4,12,10,27,668,4.37,176,21,21,156,0.234,0.031,34,5.7,4.82,-0.028000000000000025,24.74074074074074,4.259963774529298
2290,2015,0.221,0.243,0.287,0.314,0.248,126,571,1954,88.1,12,7,24,609,3.51,126,25,27,139,0.228,0.044,36.7,7.7,3.07,0.027000000000000024,25.375,3.818163823790132
2976,2015,0.215,0.277,0.251,0.263,0.216,149,694,2176,92.2,14,8,30,751,2.54,149,16,38,205,0.273,0.051,29.6,4,3.04,0.01200000000000001,25.033333333333335,2.7930714608911296
616,2015,0.329,0.36,0.371,0.333,0.293,55,167,2102,85.9,0,3,8,183,5.9,55,5,11,25,0.137,0.06,30.8,3.4,4.68,-0.03799999999999998,22.875,4.742535116824421
2798,2015,0.222,0.277,0.266,0.261,0.214,156,703,2263,93.2,13,8,29,755,2.71,156,18,37,188,0.249,0.049,30.6,3.4,4.86,-0.0050000000000000044,26.03448275862069,2.836069120453188
2701,2015,0.28,0.309,0.333,0.328,0.268,192,686,1952,85.9,9,10,33,770,4.13,192,20,55,113,0.147,0.071,32.4,4.4,4.91,-0.0050000000000000044,23.333333333333332,3.9183157576022523
2572,2015,0.268,0.315,0.317,0.321,0.261,164,612,2245,88.7,7,15,30,672,4.18,164,18,48,136,0.202,0.071,34.2,5.3,4.57,0.0040000000000000036,22.4,4.100136506190675
1898,2015,0.276,0.303,0.333,0.356,0.289,126,456,2033,88,6,9,21,502,4.05,126,15,38,77,0.153,0.076,38.2,5.8,4.11,0.022999999999999965,23.904761904761905,4.133116405703889
3078,2015,0.217,0.256,0.262,0.296,0.238,166,765,2317,90.4,14,7,31,831,2.73,166,17,59,169,0.203,0.071,34.6,4.5,5.69,0.033999999999999975,26.806451612903224,3.046514950389234
1531,2015,0.238,0.274,0.277,0.315,0.266,88,370,2288,88.2,6,6,16,406,3.35,88,5,25,64,0.158,0.062,28.5,1.9,6.02,0.03799999999999998,25.375,2.647628923593818
3343,2015,0.238,0.297,0.293,0.294,0.233,190,800,2014,88.8,6,7,20,537,3.64,113,12,39,137,0.255,0.073,33.2,4.6,3.32,0.0010000000000000009,26.85,3.6356260160649843
3238,2015,0.239,0.308,0.274,0.298,0.243,183,765,2137,93,19,8,32,832,2.6,183,11,44,202,0.243,0.053,34.7,4.3,3.88,0.023999999999999966,26,2.9434525607652957
2983,2015,0.223,0.294,0.281,0.301,0.237,155,695,1980,88.9,12,7,31,773,3.38,155,15,70,205,0.265,0.091,28,4.3,5.46,0.019999999999999962,24.93548387096774,3.308534446676527
2780,2015,0.274,0.317,0.32,0.309,0.251,179,654,1818,87.6,8,11,30,736,4.49,179,15,60,129,0.175,0.082,30,3.5,5.44,-0.01100000000000001,24.533333333333335,3.90217395832566
3109,2015,0.279,0.335,0.335,0.315,0.25,200,718,2095,92.2,6,16,31,804,4.34,200,19,66,165,0.205,0.082,34.4,5.1,4.76,-0.020000000000000018,25.93548387096774,4.19327398641054
2911,2015,0.258,0.306,0.347,0.332,0.255,166,644,2265,88,9,15,30,713,4.28,166,31,52,174,0.244,0.073,39.6,8.1,3.68,-0.014999999999999958,23.766666666666666,4.463433592317467
3336,2015,0.248,0.303,0.335,0.311,0.234,189,763,2177,86.8,13,7,33,860,3.91,189,33,81,216,0.251,0.094,37.7,5.6,4.28,-0.02400000000000002,26.060606060606062,4.005919795735187
3040,2015,0.24,0.291,0.299,0.298,0.237,180,750,1999,88.3,18,9,31,826,3.53,180,23,58,191,0.231,0.07,34.4,4.2,3.82,-0.0010000000000000009,26.64516129032258,3.5378325384945284
1868,2015,0.24,0.274,0.29,0.316,0.264,117,487,1985,85.4,9,5,20,516,3.54,117,18,21,111,0.215,0.041,34.2,5.5,4.12,0.026000000000000023,25.8,3.671852214198852
1111,2015,0.253,0.289,0.309,0.334,0.255,67,265,1984,91.8,3,4,13,297,3.9,67,8,29,56,0.189,0.098,37.7,7.1,3.79,0.025000000000000022,22.846153846153847,4.101468349104282
2630,2015,0.252,0.293,0.31,0.324,0.255,163,648,1997,91.8,11,8,29,706,4.56,163,25,40,157,0.222,0.057,33.8,7.6,4.22,0.014000000000000012,24.344827586206897,4.522677935610078
3312,2015,0.222,0.284,0.266,0.281,0.229,181,814,2256,88,18,9,32,869,2.93,181,21,39,234,0.269,0.045,30.1,4.8,2.74,0.015000000000000013,27.15625,3.129288194637364
1857,2015,0.225,0.27,0.256,0.284,0.237,106,471,2235,87.3,10,6,20,510,2.43,106,6,30,97,0.19,0.059,30.5,3.7,4.67,0.02799999999999997,25.5,2.7068424975368583
2844,2015,0.25,0.324,0.301,0.294,0.231,168,671,1999,91.6,14,7,31,755,3.01,168,13,63,184,0.244,0.083,33.6,4.6,3.04,-0.007000000000000006,24.35483870967742,3.2248217928505802
2937,2015,0.236,0.276,0.294,0.306,0.242,162,687,1989,90.5,17,7,30,762,3.38,162,19,58,153,0.201,0.076,33.2,4.8,5.09,0.01200000000000001,25.4,3.4847306948260752
3449,2015,0.22,0.297,0.272,0.289,0.228,175,795,2099,92.3,12,13,34,868,3.23,175,19,66,252,0.29,0.076,38.9,4.6,4.02,0.01699999999999996,25.529411764705884,3.4576937304368593
2441,2015,0.239,0.288,0.307,0.324,0.246,132,553,2242,88.2,7,5,27,621,3.67,132,19,56,145,0.233,0.09,37.1,7,5.15,0.017000000000000015,23,3.9137105080852383
1056,2015,0.298,0.332,0.361,0.354,0.27,74,248,2309,88.5,3,4,12,278,5.43,74,9,23,46,0.165,0.083,37.6,8.3,4.08,-0.007000000000000006,23.166666666666668,5.29913026200558
2755,2015,0.231,0.273,0.295,0.318,0.244,149,644,1937,88.4,9,9,28,700,3.35,149,18,46,150,0.214,0.066,33.9,6.2,3.69,0.02300000000000002,25,3.5830638655774854
2409,2015,0.236,0.273,0.289,0.312,0.255,145,614,2087,87.4,11,6,34,666,3.75,145,16,40,126,0.189,0.06,33.7,4.9,3.77,0.02300000000000002,19.58823529411765,3.7565251151244343
1136,2015,0.23,0.285,0.304,0.326,0.237,58,252,2064,85.8,5,2,12,275,3.11,58,11,20,77,0.28,0.073,35.6,10.7,4.88,0.02200000000000002,22.916666666666668,3.585572579792166
3226,2015,0.268,0.303,0.32,0.33,0.277,193,720,2133,88.3,13,11,33,793,3.42,193,15,68,121,0.153,0.086,34.7,2.8,5.42,0.010000000000000009,24.03030303030303,3.199916143841258
909,2015,0.269,0.286,0.353,0.372,0.291,59,219,2085,88.7,4,3,10,245,4.91,59,11,17,41,0.167,0.069,43.4,8.2,4.95,0.019000000000000017,24.5,5.014180641111073
2119,2015,0.274,0.294,0.346,0.364,0.288,135,493,2207,86.7,7,7,24,558,3.96,135,16,46,77,0.138,0.082,35.1,5.5,5.59,0.018000000000000016,23.25,3.9836654071461925
1215,2015,0.285,0.326,0.318,0.323,0.274,88,309,1957,88.7,3,6,14,339,4.46,88,3,24,48,0.142,0.071,33.3,4.5,4.39,0.0050000000000000044,24.214285714285715,4.168902304342518
2913,2015,0.203,0.217,0.276,0.296,0.222,134,659,2302,85.4,13,8,34,725,3.13,134,24,55,131,0.181,0.076,30.8,5.3,3.48,0.019999999999999962,21.323529411764707,3.309922607537079
1654,2015,0.295,0.316,0.341,0.335,0.277,120,407,1907,84.2,5,7,25,449,4.19,120,14,24,63,0.14,0.053,32.6,5.3,4.64,-0.006000000000000005,17.96,4.06399381076767
2947,2015,0.269,0.343,0.312,0.309,0.244,181,673,2229,88.7,11,8,31,758,3.79,181,8,69,169,0.223,0.091,34.5,4.7,4.57,-0.0030000000000000027,24.451612903225808,3.775644788713966
3359,2015,0.208,0.273,0.259,0.26,0.207,176,847,2287,90.8,14,12,33,899,2.79,176,27,34,276,0.307,0.038,29.8,5.8,2.96,0.0010000000000000009,27.242424242424242,3.094331834903065
2043,2015,0.236,0.316,0.285,0.275,0.222,115,488,2159,92,11,7,23,523,3.46,115,14,26,155,0.296,0.05,33.3,4.4,3.6,-0.009999999999999953,22.73913043478261,3.497363261942546
3103,2015,0.264,0.306,0.304,0.316,0.262,204,774,2306,90.4,13,10,33,831,3.66,204,24,39,164,0.197,0.047,32.9,4.2,4.87,0.01200000000000001,25.181818181818183,3.5959911085105722
2503,2016,0.262,0.299,0.318,0.321,0.257,161,615,2247,88,13,7,26,667,4.37,161,23,41,134,0.201,0.061,30.9,6.9,3.2,0.0030000000000000027,25.653846153846153,4.27230906534395
3176,2016,0.267,0.355,0.332,0.325,0.25,185,694,2226,91.9,8,15,32,776,4.9,185,24,71,218,0.281,0.091,39.5,6.9,2.89,-0.007000000000000006,24.25,4.859900913541408
2971,2016,0.223,0.262,0.281,0.306,0.238,157,703,2206,86.3,7,10,30,758,3.21,157,22,41,167,0.22,0.054,33.6,6.5,4.49,0.024999999999999967,25.266666666666666,3.4928780478342194
2107,2016,0.276,0.305,0.349,0.343,0.265,126,456,2208,87.2,6,8,23,526,5.42,126,16,61,85,0.162,0.116,35.7,5.3,5.72,-0.00599999999999995,22.869565217391305,4.992378509045346
3113,2016,0.262,0.311,0.319,0.324,0.257,183,698,2142,91.2,9,12,30,757,3.61,183,28,47,174,0.23,0.062,33.7,7.3,4.68,0.0050000000000000044,25.233333333333334,3.821793987505355
2492,2016,0.268,0.319,0.337,0.324,0.247,150,560,2037,86.9,8,12,29,638,5.44,150,16,72,125,0.196,0.113,32.3,5,6.81,-0.013000000000000012,22,4.86669940360723
2732,2016,0.288,0.329,0.346,0.352,0.28,187,649,2159,86.7,7,8,19,469,4.98,117,18,34,82,0.175,0.072,37.2,6.6,5.61,0.006000000000000005,24.68421052631579,4.845940281331872
3410,2016,0.23,0.269,0.274,0.307,0.247,193,840,2361,86.6,22,4,33,890,3.15,193,23,32,189,0.212,0.036,35.1,7,4.65,0.032999999999999974,26.96969696969697,3.5005664848244282
3595,2016,0.258,0.314,0.309,0.302,0.244,227,879,2055,89.4,17,9,35,951,3.99,227,30,50,228,0.24,0.053,33,6.3,3.38,-0.007000000000000006,27.17142857142857,4.020342965656913
1854,2016,0.241,0.279,0.313,0.308,0.232,99,410,2131,91.7,3,7,20,458,4.71,99,16,40,100,0.218,0.087,26,6.3,4.19,-0.0050000000000000044,22.9,4.2797185216935505
3124,2016,0.194,0.242,0.261,0.298,0.226,138,710,2366,91.7,18,8,31,795,3.1,138,16,76,190,0.239,0.096,29.8,4.8,3.53,0.03699999999999998,25.64516129032258,3.2305213838853826
2888,2016,0.207,0.252,0.254,0.266,0.215,142,686,2106,85.2,16,8,31,745,2.13,142,15,44,170,0.228,0.059,26.2,3.4,3.03,0.01200000000000001,24.032258064516128,2.421068672379981
3161,2016,0.211,0.258,0.264,0.283,0.226,154,730,2287,89.3,19,5,32,796,2.44,154,21,52,197,0.247,0.065,29.2,4.1,4.33,0.01899999999999996,24.875,2.7324914571918075
3282,2016,0.246,0.294,0.297,0.3,0.248,192,779,2006,88.5,13,12,32,837,3.2,192,22,50,181,0.216,0.06,34.2,4.5,4.49,0.0030000000000000027,26.15625,3.351286348854119
2795,2016,0.273,0.333,0.328,0.31,0.249,176,644,2123,91.2,9,10,28,715,4.04,176,23,54,168,0.235,0.076,35,4.5,4.15,-0.018000000000000016,25.535714285714285,3.9324181192161465
3431,2016,0.227,0.281,0.282,0.298,0.237,190,837,2218,88.6,17,10,32,907,3.34,190,27,45,233,0.257,0.05,33.2,5.7,2.9,0.016000000000000014,28.34375,3.5296513783364
3061,2016,0.22,0.242,0.307,0.329,0.243,154,699,2066,86,14,8,34,792,3.76,154,31,73,162,0.205,0.092,35,7.5,4.26,0.02200000000000002,23.294117647058822,3.9678014965649475
3092,2016,0.248,0.294,0.31,0.334,0.262,179,721,2264,89.1,12,8,35,811,4.26,179,20,70,168,0.207,0.086,39.5,5.7,4.19,0.02400000000000002,23.17142857142857,4.2977076729926
2246,2016,0.24,0.29,0.303,0.295,0.236,134,558,2238,91.1,11,8,25,599,3.32,134,21,34,150,0.25,0.057,38.1,5.1,3.29,-0.008000000000000007,23.96,3.5560231233677286
3189,2016,0.216,0.274,0.275,0.287,0.225,170,788,2399,90.1,18,9,32,860,3.14,170,22,57,227,0.264,0.066,30.4,6,2.25,0.011999999999999955,26.875,3.3587691431793805
2403,2016,0.235,0.307,0.304,0.31,0.228,121,515,2229,92.1,11,6,25,584,3.87,121,16,63,161,0.276,0.108,44.1,7.8,4.28,0.006000000000000005,23.36,4.202760777645936
2612,2016,0.269,0.278,0.327,0.342,0.285,187,694,2482,85.1,13,9,30,725,4.4,187,36,20,118,0.163,0.028,32.2,7.2,4.98,0.015000000000000013,24.166666666666668,4.342554978854703
1793,2016,0.272,0.325,0.318,0.285,0.246,119,437,2114,87.3,5,6,19,478,3.54,119,12,28,99,0.207,0.059,26.2,2.9,4.81,-0.03300000000000003,25.157894736842106,3.089455123277924
3055,2016,0.278,0.315,0.332,0.34,0.279,204,735,1945,88.4,14,8,32,814,4.79,204,22,59,138,0.17,0.072,34.9,5.6,5.05,0.008000000000000007,25.4375,4.570193680611473
2546,2016,0.25,0.287,0.316,0.318,0.251,147,589,2396,90.6,12,9,27,669,3.87,147,15,70,117,0.175,0.105,35.4,4,4.69,0.0020000000000000018,24.77777777777778,3.754249228338617
2793,2016,0.243,0.313,0.307,0.316,0.242,153,630,2233,91.4,10,10,29,712,4.61,153,18,59,185,0.26,0.083,34.7,6.2,3.67,0.009000000000000008,24.551724137931036,4.489661543071601
1190,2016,0.271,0.327,0.326,0.327,0.257,75,277,2301,90.4,4,2,14,302,3.38,75,10,22,71,0.235,0.073,40.2,7.2,5.31,0.0010000000000000009,21.571428571428573,3.7563337669403607
2054,2016,0.332,0.349,0.378,0.38,0.317,160,482,1809,89.7,4,10,24,541,5.07,160,15,46,56,0.104,0.085,39.3,5.5,5.93,0.0020000000000000018,22.541666666666668,4.856824425235444
2577,2016,0.285,0.32,0.353,0.332,0.258,171,600,2188,88,7,13,35,668,5.87,171,30,53,135,0.202,0.079,35.2,6.1,6.41,-0.020999999999999963,19.085714285714285,5.386943408371431
3668,2016,0.207,0.256,0.272,0.282,0.211,171,827,2533,90,16,9,34,903,3.04,171,30,57,254,0.281,0.063,32.9,7.5,3.82,0.009999999999999953,26.558823529411764,3.4077067768461866
1707,2016,0.284,0.305,0.34,0.341,0.272,118,416,2364,89.2,9,7,19,450,4.87,118,14,26,66,0.147,0.058,34,6.5,6.08,0.0010000000000000009,23.68421052631579,4.682317517131446
2771,2016,0.28,0.314,0.342,0.338,0.277,187,667,2219,84.8,11,8,31,724,4.48,187,26,42,134,0.185,0.058,39.2,6.1,5.22,-0.0040000000000000036,23.35483870967742,4.487947899936261
3000,2016,0.277,0.301,0.34,0.34,0.274,195,705,1984,84,12,13,32,779,4.64,195,24,62,115,0.148,0.08,35.8,4.6,4.88,0,24.34375,4.362531611583889
2670,2016,0.259,0.305,0.317,0.315,0.258,168,648,2077,85,9,12,26,701,4.55,168,20,48,144,0.205,0.068,36.9,6.9,2.9,-0.0020000000000000018,26.96153846153846,4.550238781550518
3159,2016,0.282,0.34,0.338,0.299,0.239,206,730,2386,84,13,10,33,796,4.34,206,25,54,177,0.222,0.068,28.3,4.8,3.55,-0.039000000000000035,24.12121212121212,3.9851612176811093
