Pitches,Year,BA,BABIP,wOBA,xwOBA,xBA,Hits,ABs,spin_rate,Velocity,W,L,G,BFP,ERA,H,HR,BB,SO,K_percent,BB_percent,hard_hit_percent,barrel_percent,ERA_t1,BFP_per_G,xwOBA_minus_wOBA,luck_adj_ERA
3176,2017,0.238,0.301,0.301,0.315,0.246,170,715,2010,87.3,4,8,18,444,4.49,98,14,40,109,0.245,0.09,35.7,5.9,4.03,24.666666666666668,0.014000000000000012,4.3845133803491105
3168,2017,0.237,0.306,0.291,0.28,0.222,180,758,2316,91.5,15,10,31,827,3.53,180,28,59,239,0.289,0.071,28.8,5.9,1.7,26.677419354838708,-0.010999999999999954,3.555471299057341
3163,2017,0.23,0.287,0.282,0.292,0.227,172,749,2360,86.3,17,7,32,801,3.2,172,25,45,215,0.268,0.056,30.8,7,3.21,25.03125,0.010000000000000009,3.44358212768261
3151,2017,0.223,0.248,0.305,0.32,0.237,151,676,2292,90.4,11,8,33,776,3.43,151,27,78,153,0.197,0.101,27.5,5.8,5.1,23.515151515151516,0.015000000000000013,3.4474918969372768
3148,2017,0.266,0.338,0.332,0.327,0.254,181,680,2341,87.8,17,9,32,749,4.19,181,25,60,196,0.262,0.08,39.1,7.8,2.21,23.40625,-0.0050000000000000044,4.359546812368242
3140,2017,0.264,0.31,0.31,0.324,0.269,201,762,2363,90.5,13,9,33,834,3.09,201,21,62,164,0.197,0.074,38.6,5.1,5.54,25.272727272727273,0.014000000000000012,3.3847570107065037
3132,2017,0.232,0.287,0.299,0.291,0.224,179,772,2068,91.6,12,11,32,858,3.64,179,27,71,217,0.253,0.083,33.6,4.8,3.11,26.8125,-0.008000000000000007,3.6515917563452924
3131,2017,0.259,0.313,0.32,0.314,0.247,179,691,2220,87.6,13,8,32,763,4.33,179,26,60,180,0.236,0.079,29.5,5.4,3.32,23.84375,-0.006000000000000005,4.062203897984852
3111,2017,0.178,0.248,0.247,0.249,0.181,126,709,2335,89,16,6,31,780,2.51,126,22,55,268,0.344,0.071,29.3,5.6,2.53,25.161290322580644,0.0020000000000000018,2.874775390671119
3097,2017,0.301,0.33,0.349,0.368,0.304,221,735,2074,88.9,13,12,32,811,4.82,221,23,63,115,0.142,0.078,32.3,5.4,6.22,25.34375,0.019000000000000017,4.477014674990107
3089,2017,0.275,0.306,0.323,0.344,0.291,204,741,2160,85.4,17,9,33,817,3.9,204,20,55,124,0.152,0.067,31.1,4,4.77,24.757575757575758,0.020999999999999963,3.654139129428323
3085,2017,0.256,0.294,0.33,0.312,0.24,176,687,2140,86.8,10,9,33,769,4.26,176,31,60,170,0.221,0.078,29.2,6.9,4.12,23.303030303030305,-0.018000000000000016,4.125469632053836
3084,2017,0.276,0.329,0.333,0.324,0.264,208,753,2259,87.2,14,13,33,826,4.03,208,26,61,178,0.215,0.074,35.6,6.7,3.15,25.03030303030303,-0.009000000000000008,4.117314373616743
3082,2017,0.208,0.274,0.263,0.277,0.217,150,720,2322,92.9,14,6,31,783,2.98,150,21,51,230,0.294,0.065,33.7,6.1,3.39,25.258064516129032,0.014000000000000012,3.303876892612436
3080,2017,0.252,0.311,0.31,0.323,0.253,166,659,2288,86.5,17,6,32,740,3.32,166,19,69,174,0.235,0.093,35.7,6.7,6.08,23.125,0.013000000000000012,3.607125932093604
3074,2017,0.257,0.285,0.33,0.332,0.258,186,723,2261,87.3,11,13,32,812,4.49,186,31,72,151,0.186,0.089,30.5,6.4,3.94,25.375,0.0020000000000000018,4.290785347856975
3058,2017,0.235,0.308,0.289,0.299,0.235,173,735,2230,89.8,18,6,32,798,3.29,173,21,46,226,0.283,0.058,34.6,7.4,3.38,24.9375,0.010000000000000009,3.599322367917274
3054,2017,0.287,0.333,0.363,0.367,0.283,179,624,2207,87.4,8,15,32,728,5.61,179,25,93,142,0.195,0.128,35.8,6.3,2.57,22.75,0.0040000000000000036,5.217951704041818
3054,2017,0.228,0.284,0.296,0.302,0.236,159,697,2516,89.1,6,9,22,564,4.01,115,20,45,148,0.262,0.08,31.5,6.3,4.95,25.636363636363637,0.006000000000000005,3.9831643263849865
3045,2017,0.308,0.354,0.357,0.331,0.281,240,780,2088,87.9,8,15,32,858,4.79,240,24,59,151,0.176,0.069,33.2,4.4,5.33,26.8125,-0.025999999999999968,4.344545292268528
2945,2017,0.193,0.268,0.24,0.257,0.21,141,732,2392,89.1,18,4,29,777,2.25,141,21,36,265,0.341,0.046,29.3,5.3,2.89,26.79310344827586,0.017000000000000015,2.688059590391717
2937,2017,0.235,0.275,0.302,0.313,0.24,157,667,2234,86.1,13,10,32,765,3.89,157,19,72,153,0.2,0.094,28.4,5.7,3.5,23.90625,0.01100000000000001,3.7684021558869656
2925,2017,0.264,0.291,0.326,0.334,0.26,181,685,2283,80.9,18,11,32,756,4.16,181,27,58,134,0.177,0.077,32.7,5.5,5.77,23.625,0.008000000000000007,4.05155240103716
2882,2017,0.238,0.251,0.316,0.355,0.269,152,638,2121,91.6,14,7,34,724,3.82,152,26,64,113,0.156,0.088,30.9,8.6,3.98,21.294117647058822,0.03899999999999998,3.944696680054854
2849,2017,0.254,0.283,0.304,0.333,0.274,175,689,2178,87,12,10,29,742,3.66,175,22,44,128,0.173,0.059,35.1,6,4.9,25.586206896551722,0.029000000000000026,3.7986525093782615
2819,2017,0.24,0.273,0.308,0.324,0.242,152,633,2349,87.1,13,9,28,698,4.24,152,26,51,152,0.218,0.073,36.6,7.8,5.45,24.928571428571427,0.016000000000000014,4.347235644627184
2810,2017,0.257,0.307,0.326,0.324,0.251,180,700,2069,87.5,13,12,30,752,4.74,180,35,41,194,0.258,0.055,36.3,8.6,3.75,25.066666666666666,-0.0020000000000000018,4.746584166052786
2779,2017,0.278,0.312,0.317,0.329,0.277,201,724,2128,87.2,7,12,26,654,4.21,169,19,35,103,0.157,0.054,36.3,5.1,4.36,25.153846153846153,0.01200000000000001,4.124521770486517
2770,2017,0.277,0.332,0.342,0.341,0.268,169,610,2291,90.9,10,13,29,692,4.79,169,20,59,143,0.207,0.085,32.8,5.4,2.85,23.862068965517242,-0.0010000000000000009,4.4702997173991035
2743,2017,0.235,0.279,0.306,0.313,0.243,150,637,2310,89.3,14,10,30,707,3.53,150,23,55,163,0.231,0.078,33.8,5.6,3.96,23.566666666666666,0.007000000000000006,3.6549362194038366
2742,2017,0.205,0.276,0.252,0.27,0.208,131,640,2240,91,15,4,28,701,2.52,131,13,47,204,0.291,0.067,32.1,6.1,3.74,25.035714285714285,0.018000000000000016,2.9535092607652587
2715,2017,0.199,0.27,0.282,0.305,0.22,116,582,2191,89.7,15,5,28,665,2.89,116,23,71,218,0.328,0.107,41,6.2,3.93,23.75,0.02300000000000002,3.3446715585830424
2690,2017,0.267,0.329,0.316,0.313,0.254,170,636,2081,90.9,12,9,30,701,4.13,170,17,55,158,0.225,0.078,30.1,5.6,3.2,23.366666666666667,-0.0030000000000000027,3.969996543958576
2688,2017,0.268,0.319,0.329,0.341,0.271,167,623,1794,87.6,12,10,29,692,4.37,167,18,55,140,0.202,0.079,41,5.8,3.59,23.862068965517242,0.01200000000000001,4.391410880644456
2686,2017,0.269,0.325,0.338,0.338,0.265,159,592,2213,92.6,8,11,31,680,4.35,159,17,72,142,0.209,0.106,38.8,5.7,4.55,21.93548387096774,0,4.33260247662946
2677,2017,0.277,0.303,0.33,0.351,0.287,203,732,2205,89.4,11,14,31,785,4.14,203,29,36,131,0.167,0.046,36.8,6.5,4.19,25.322580645161292,0.020999999999999963,4.209015103468335
2665,2017,0.241,0.311,0.293,0.284,0.226,154,640,2119,86.2,12,11,27,693,3.54,154,18,49,184,0.266,0.071,31,5,2.37,25.666666666666668,-0.009000000000000008,3.547542170448015
2664,2017,0.226,0.27,0.29,0.319,0.249,139,615,2409,89.6,6,5,16,400,3.43,84,8,30,94,0.235,0.075,38.6,6.2,4.9,25,0.029000000000000026,3.7035947128887203
2661,2017,0.274,0.32,0.341,0.33,0.262,174,634,2268,90.5,11,7,29,701,4.39,174,25,49,147,0.21,0.07,36,7.1,3.77,24.17241379310345,-0.01100000000000001,4.408145060888472
2644,2017,0.313,0.332,0.372,0.37,0.298,204,651,2353,88.8,8,13,29,713,6.08,204,29,44,103,0.144,0.062,35.4,7.7,4.52,24.586206896551722,-0.0020000000000000018,5.660682376830592
2641,2017,0.246,0.258,0.338,0.365,0.265,143,582,2292,88.3,5,13,30,655,5.38,143,34,61,131,0.2,0.093,35.8,10.9,4.66,21.833333333333332,0.02699999999999997,5.304264608174321
2636,2017,0.25,0.267,0.305,0.337,0.277,156,624,2025,90.6,11,11,28,704,3.4,156,15,64,86,0.122,0.091,32.3,3.9,5.29,25.142857142857142,0.03200000000000003,3.3525790589077413
2627,2017,0.22,0.228,0.313,0.33,0.242,117,531,2068,87.2,10,8,28,604,4.14,117,30,61,127,0.21,0.101,35.7,8.2,4.49,21.571428571428573,0.017000000000000015,4.273982410077312
2618,2017,0.255,0.248,0.338,0.358,0.282,160,628,2147,85.4,6,5,20,472,4.73,111,22,30,65,0.138,0.064,34.7,6.4,3.45,23.6,0.019999999999999962,4.575700781265412
2610,2017,0.292,0.328,0.355,0.362,0.292,182,624,2092,88.3,12,10,29,693,5.07,182,24,60,121,0.175,0.087,38.2,6.9,3.62,23.896551724137932,0.007000000000000006,4.937614194676967
2533,2017,0.277,0.327,0.347,0.362,0.286,160,577,2041,87.4,8,8,25,648,4.52,160,22,53,136,0.21,0.082,33.6,7.3,3.23,25.92,0.015000000000000013,4.454388572917516
2521,2017,0.212,0.27,0.258,0.27,0.216,136,641,2387,88,18,4,27,679,2.31,136,23,30,202,0.297,0.044,27.2,6.3,2.73,25.14814814814815,0.01200000000000001,2.736716416873096
2479,2017,0.243,0.275,0.279,0.317,0.264,150,617,2069,92.8,10,12,25,676,3.83,150,13,40,114,0.169,0.059,29.4,4.9,4.69,27.04,0.03799999999999998,3.684551068653738
2462,2017,0.241,0.3,0.315,0.314,0.231,126,523,2147,90.6,6,7,25,582,4.19,126,19,50,150,0.258,0.086,31.3,7.7,3.82,23.28,-0.0010000000000000009,4.182214712127165
2461,2017,0.25,0.286,0.338,0.338,0.258,136,543,2510,91.5,8,15,33,631,4.69,136,20,77,120,0.19,0.122,32.1,5.6,5.3,19.12121212121212,0,4.403904627836444
2439,2017,0.281,0.336,0.358,0.345,0.263,144,512,2356,90.2,8,10,26,584,6.02,144,25,57,140,0.24,0.098,37,7,4.77,22.46153846153846,-0.013000000000000012,5.610185828170114
2436,2017,0.221,0.285,0.285,0.297,0.229,124,561,2180,87.6,8,9,26,627,3.37,124,15,53,165,0.263,0.085,38.7,6.4,4.74,24.115384615384617,0.01200000000000001,3.6742059934665856
2423,2017,0.255,0.297,0.309,0.327,0.26,145,568,2022,89.7,7,9,31,642,4.07,145,14,52,117,0.182,0.081,29.4,5.2,3.11,20.70967741935484,0.018000000000000016,3.8727448397105646
2388,2017,0.239,0.291,0.302,0.312,0.235,131,548,2213,89.1,14,8,26,616,3.89,131,15,48,139,0.226,0.078,29.1,5,3.84,23.692307692307693,0.010000000000000009,3.721734119426397
2387,2017,0.228,0.297,0.301,0.298,0.227,125,549,2372,89.6,14,7,25,617,3.62,125,14,50,163,0.264,0.081,29.6,4.4,3.13,24.68,-0.0030000000000000027,3.49755308865062
2322,2017,0.29,0.359,0.337,0.314,0.259,152,525,2272,90.9,8,7,25,587,4.44,152,11,46,125,0.213,0.078,31.2,4.1,3.2,23.48,-0.02300000000000002,4.011440282871968
2312,2017,0.228,0.251,0.301,0.338,0.258,125,548,1952,87.9,11,6,24,614,4.2,125,18,53,105,0.171,0.086,36.3,5.4,4.72,25.583333333333332,0.03700000000000003,4.146755051926415
2278,2017,0.234,0.281,0.308,0.314,0.235,113,482,2287,89.9,5,7,24,547,4.04,113,15,59,119,0.218,0.108,30,4.3,1.89,22.791666666666668,0.006000000000000005,3.7542421188280004
2277,2017,0.257,0.313,0.306,0.314,0.25,143,556,2268,87.8,9,10,24,609,3.81,143,13,41,130,0.213,0.067,30.8,5.3,4.88,25.375,0.008000000000000007,3.7460976929065155
2276,2017,0.242,0.285,0.291,0.312,0.257,126,521,2063,82.8,7,5,24,570,3.03,126,17,40,123,0.216,0.07,29.3,4.4,3.44,23.75,0.02100000000000002,3.12086321578484
2268,2017,0.223,0.301,0.263,0.265,0.219,113,506,2184,91.4,12,5,24,552,2.98,113,9,37,156,0.283,0.067,31.3,2.8,3.76,23,0.0020000000000000018,2.8648031932088305
2260,2017,0.217,0.27,0.266,0.293,0.242,123,566,1969,88.1,16,3,27,614,2.72,123,15,38,151,0.246,0.062,28,5,3.68,22.74074074074074,0.02699999999999997,2.948646628932759
2254,2017,0.22,0.268,0.281,0.286,0.219,113,514,2229,88.4,12,4,25,569,2.74,113,14,41,133,0.234,0.072,26,4.4,3.93,22.76,0.004999999999999949,2.863346869089329
2224,2017,0.203,0.265,0.28,0.287,0.201,99,488,2601,82.7,12,8,25,552,3.32,99,18,49,166,0.301,0.089,29.1,7,3.66,22.08,0.006999999999999951,3.4880227631487832
2194,2017,0.218,0.257,0.273,0.293,0.235,116,533,2013,85.3,14,5,23,584,2.9,116,15,47,125,0.214,0.08,32.8,5.1,3.74,25.391304347826086,0.019999999999999962,3.169011732714737
2181,2017,0.238,0.283,0.303,0.295,0.235,121,508,2292,86.3,13,6,29,557,4.22,121,22,34,140,0.251,0.061,28.3,4.8,3.81,19.20689655172414,-0.008000000000000007,3.8866160779722034
2155,2017,0.286,0.331,0.34,0.337,0.281,140,490,2333,83.6,12,5,24,546,5.11,140,14,45,96,0.176,0.082,33.8,4.3,4.46,22.75,-0.0030000000000000027,4.55191929425623
2088,2017,0.294,0.329,0.34,0.358,0.302,166,564,2457,83.5,10,9,26,585,4.98,166,23,14,109,0.186,0.024,36.6,7,6.14,22.5,0.01799999999999996,4.844903587229607
2016,2017,0.253,0.271,0.348,0.359,0.268,116,459,2295,84.8,5,7,21,516,5.23,116,27,53,103,0.2,0.103,37.7,8.7,4.53,24.571428571428573,0.01100000000000001,5.151173026672272
1833,2017,0.266,0.338,0.309,0.304,0.254,113,425,2161,91.9,10,4,20,461,3.67,113,10,30,112,0.243,0.065,31.8,4.1,5.12,23.05,-0.0050000000000000044,3.5429048073815874
1831,2017,0.26,0.333,0.335,0.34,0.255,100,385,2284,89,4,9,19,456,4.32,100,10,57,108,0.237,0.125,35.1,5.3,3.9,24,0.0050000000000000044,4.196649552834834
1827,2017,0.295,0.346,0.357,0.361,0.277,120,407,2315,89.4,5,8,22,460,5.31,120,12,44,86,0.187,0.096,37.8,7.7,5.68,20.90909090909091,0.0040000000000000036,5.1637454844805255
1666,2017,0.238,0.274,0.296,0.316,0.256,101,424,2172,87,4,9,17,450,3.32,101,17,20,101,0.224,0.044,34.4,8,3.26,26.470588235294116,0.020000000000000018,3.6371166992677977
1575,2017,0.309,0.352,0.375,0.375,0.306,112,363,1858,90.2,6,9,18,420,6.43,112,11,42,67,0.16,0.1,37.6,4.6,6.09,23.333333333333332,0,5.600097213413639
1531,2017,0.254,0.305,0.312,0.321,0.251,87,343,2033,85.7,5,9,18,392,4.88,87,9,38,83,0.212,0.097,34.8,4.9,4.5,21.77777777777778,0.009000000000000008,4.523886247871828
1498,2017,0.275,0.322,0.34,0.311,0.243,91,331,2128,92.3,5,8,16,384,4.45,91,9,37,73,0.19,0.096,34.1,4.4,5.31,24,-0.029000000000000026,4.147499548446576
1484,2017,0.202,0.251,0.276,0.272,0.203,64,317,2148,93.1,3,7,15,359,3.12,64,11,32,98,0.273,0.089,31,3.5,4.3,23.933333333333334,-0.0040000000000000036,3.0851087906542647
1447,2017,0.256,0.308,0.292,0.303,0.26,89,347,2330,89.7,6,4,19,384,3.98,89,5,27,72,0.188,0.07,21.3,1.4,4.92,20.210526315789473,0.01100000000000001,2.0568544338725516
1404,2017,0.269,0.31,0.346,0.317,0.241,88,327,2149,88.1,6,6,17,362,4.81,88,16,26,81,0.224,0.072,30.2,7.5,4.55,21.294117647058822,-0.02899999999999997,4.575939410612291
1394,2017,0.274,0.318,0.339,0.343,0.266,90,329,2342,86.3,2,6,16,365,4.55,90,13,28,76,0.208,0.077,38.8,7.8,4.02,22.8125,0.0040000000000000036,4.6240988273714985
1382,2017,0.258,0.289,0.337,0.364,0.275,86,333,2104,86.7,6,5,16,368,4.36,86,17,26,78,0.212,0.071,33.9,9.7,5.55,23,0.02699999999999997,4.449317348533466
1253,2017,0.226,0.278,0.285,0.311,0.237,65,287,2110,91,6,3,16,317,3.38,65,8,24,76,0.24,0.076,31.8,6.6,3.58,19.8125,0.026000000000000023,3.5730822266418287
1181,2017,0.246,0.299,0.331,0.325,0.246,64,260,2145,89.9,2,5,12,297,4.15,64,12,31,76,0.256,0.104,41.6,7.5,4.18,24.75,-0.006000000000000005,4.353304143027598
1170,2017,0.305,0.333,0.363,0.354,0.288,83,272,2168,88.1,2,7,13,298,6.08,83,12,19,48,0.161,0.064,37.7,6.6,3.97,22.923076923076923,-0.009000000000000008,5.641131247359233
1169,2017,0.27,0.275,0.356,0.368,0.286,76,281,2055,85.9,3,5,12,259,4.62,63,15,21,40,0.154,0.081,38.3,8.1,5.31,21.583333333333332,0.01200000000000001,4.677454208632649
1084,2017,0.266,0.295,0.316,0.329,0.262,68,256,2470,83.6,5,6,12,283,4.27,68,9,19,50,0.177,0.067,34.3,5.7,5.23,23.583333333333332,0.013000000000000012,4.185523257944878
