player_name,pitch_category,Pitches,Average Pitch Speed,Average Effective Pitch Speed,Average Spin Rate,Average Horizontal Break,Average Vertical Break,Corner %,BAA,SLGA,BABIPA,wOBAA
Lance Lynn,Off-speed,706,89.2,89.4,2486.1,-0.268,0.422,0.001,0.201,0.358,0.234,0.295
Lance McCullers Jr.,Off-speed,880,88.4,87.9,2290.1,-0.406,-0.042,0.001,0.218,0.401,0.277,0.328
Lewis Thorpe,Fastball,129,89.7,90.6,1957.8, 0.604,1.283,0.008,0.458,0.833,0.450,0.590
Lewis Thorpe,Off-speed,143,80.5,81.6,2004.7,-0.143,0.147,0.007,0.302,0.465,0.333,0.350
Liam Hendriks,Fastball,262,96.0,97.2,2445.1,-0.674, 1.636,0.004,0.200,0.283,0.282,0.223
Liam Hendriks,Off-speed,108,86.1,87.2,2200.4, 0.162,-0.051,0.009,0.074,0.074,0.182,0.066
Ljay Newsome,Fastball,126,91.4,91.2,2078.2,-0.685,1.344,0.008,0.323,0.516,0.391,0.405
Ljay Newsome,Off-speed,129,80.7,80.8,1880.3,-0.291,0.017,0.008,0.286,0.657,0.233,0.401
Logan Allen,Off-speed,101,81.6,81.5,2233.4,-0.267,-0.189,0.010,0.182,0.227,0.250,0.240
Logan Webb,Fastball,336,93.0,91.2,2118.3,-0.736,1.021,0.003,0.329,0.507,0.396,0.438
Logan Webb,Off-speed,662,86.0,79.2,2006.5,-0.589,0.049,0.002,0.266,0.388,0.327,0.342
Lou Trivino,Fastball,116,95.4,95.7,2047.7,-0.689,1.216,0.009,0.182,0.364,0.231,0.344
Lou Trivino,Off-speed,254,90.3,90.5,2177.1,-0.487,0.470,0.004,0.197,0.311,0.244,0.243
Lucas Giolito,Fastball,614,94.0,94.8,2349.0,-0.589,1.543,0.002,0.201,0.306,0.271,0.272
Lucas Giolito,Off-speed,600,82.0,82.8,1638.7,-0.405,0.786,0.002,0.165,0.314,0.235,0.259
Lucas Sims,Fastball,223,93.9,93.1,2770.9,-0.607, 1.514,0.004,0.184,0.429,0.182,0.358
Lucas Sims,Off-speed,241,82.2,81.2,3043.6, 1.131,-0.251,0.004,0.100,0.125,0.211,0.180
Luis Avilan,Off-speed,154,85.6,85.1,2192.1,1.134,0.500,0.006,0.273,0.485,0.318,0.375
Luis Castillo,Fastball,312,97.4,95.9,2188.3,-0.916,1.031,0.003,0.300,0.525,0.478,0.390
Luis Castillo,Off-speed,841,91.1,89.6,2137.7,-1.082,0.162,0.001,0.222,0.338,0.309,0.281
Luis Cessa,Off-speed,299,85.9,85.4,2329.5,-0.160,0.214,0.003,0.234,0.364,0.283,0.284
Luis Garcia,Fastball,145,94.6,94.4,2255.6,-0.580,1.408,0.007,0.231,0.538,0.217,0.414
Luis Garcia,Off-speed,242,87.0,86.6,2033.8,-0.321,0.299,0.004,0.212,0.308,0.294,0.272
Luis Patino,Fastball,226,96.7,97.6,2467.8,-0.139,1.421,0.004,0.298,0.383,0.394,0.391
Luis Patino,Off-speed,123,86.8,87.6,2262.7,-0.034,0.486,0.008,0.174,0.435,0.154,0.310
Luis Perdomo,Off-speed,270,90.0,89.7,2025.0,-0.788,0.353,0.004,0.197,0.410,0.214,0.320
Luke Jackson,Fastball,174,94.4,95.1,2249.3,-0.662, 1.550,0.006,0.324,0.514,0.303,0.424
Luke Jackson,Off-speed,314,85.5,86.2,2462.4, 0.295,-0.615,0.003,0.355,0.408,0.435,0.365
Luke Weaver,Fastball,523,94.0,93.4,2467.4,-0.617,1.530,0.002,0.319,0.593,0.380,0.414
Luke Weaver,Off-speed,445,84.8,84.5,1935.3,-0.569,0.653,0.002,0.267,0.455,0.324,0.346
Madison Bumgarner,Fastball,276,88.4,88.4,2394.7, 0.514,1.447,0.004,0.274,0.548,0.250,0.423
Madison Bumgarner,Off-speed,434,81.1,80.2,2479.4,-0.525,0.345,0.002,0.278,0.593,0.275,0.411
Marco Gonzales,Off-speed,1057,84.2,84.7,2172.0,0.494,0.788,0.001,0.222,0.361,0.263,0.280
Marcus Walden,Off-speed,248,89.4,90.4,2153.6,0.055,0.367,0.004,0.392,0.765,0.421,0.515
Mark Melancon,Off-speed,314,87.6,87.4,2450.7,0.188,-0.002,0.003,0.247,0.296,0.279,0.284
Martin Perez,Fastball,156,92.2,91.6,2048.7,0.895,1.255,0.006,0.233,0.533,0.227,0.399
Martin Perez,Off-speed,877,86.7,86.2,2025.4,0.631,0.695,0.001,0.241,0.397,0.273,0.329
Masahiro Tanaka,Fastball,185,92.3,92.0,2235.1,-0.785,1.403,0.005,0.351,0.649,0.370,0.482
Masahiro Tanaka,Off-speed,584,85.1,84.6,2045.2,-0.312,0.418,0.002,0.233,0.407,0.269,0.297
Matt Andriese,Fastball,184,91.9,91.4,2320.1,-0.676, 1.389,0.005,0.175,0.375,0.214,0.265
Matt Andriese,Off-speed,316,85.3,84.9,2295.4,-0.248,-0.046,0.003,0.192,0.356,0.213,0.295
Matt Barnes,Fastball,246,95.6,96.0,2314.6,-0.911, 1.411,0.004,0.224,0.367,0.290,0.355
Matt Barnes,Off-speed,209,84.9,85.1,2173.8, 0.205,-0.767,0.005,0.200,0.371,0.263,0.295
Matt Foster,Fastball,249,93.8,93.2,2321.9,-0.646,1.508,0.004,0.161,0.286,0.212,0.234
Matt Foster,Off-speed,187,84.2,83.8,1871.0,-0.574,0.941,0.005,0.163,0.256,0.212,0.224
Matt Hall,Off-speed,118,79.4,78.8,2481.6,-0.501,-0.564,0.008,0.375,0.583,0.421,0.478
Matt Harvey,Fastball,131,94.0,93.8,2139.2,-1.027,1.047,0.008,0.469,0.656,0.538,0.502
Matt Harvey,Off-speed,116,84.8,84.8,2176.4, 0.009,0.085,0.009,0.429,1.000,0.389,0.619
Matt Magill,Off-speed,119,84.4,85.3,2551.4,0.303,0.134,0.008,0.226,0.516,0.235,0.361
Matt Shoemaker,Off-speed,363,85.9,86.1,1753.4,-0.605,0.464,0.003,0.222,0.522,0.200,0.352
Matt Strahm,Off-speed,218,87.2,86.6,2386.7,0.578,0.428,0.005,0.157,0.314,0.158,0.304
Matt Wisler,Off-speed,378,81.3,80.8,2549.2,0.922,-0.110,0.003,0.143,0.221,0.222,0.224
Matthew Boyd,Fastball,546,91.7,91.5,2305.1,0.934, 1.179,0.002,0.322,0.643,0.322,0.443
Matthew Boyd,Off-speed,540,79.0,78.8,2204.0,0.235,-0.077,0.002,0.240,0.472,0.299,0.362
Max Fried,Fastball,376,93.1,93.6,2120.2, 0.114, 0.940,0.003,0.198,0.309,0.234,0.301
Max Fried,Off-speed,523,81.7,81.5,2431.5,-0.478,-0.389,0.002,0.220,0.347,0.294,0.285
Max Scherzer,Fastball,558,94.7,94.5,2471.6,-0.876,1.303,0.002,0.264,0.509,0.319,0.373
Max Scherzer,Off-speed,655,84.9,85.0,2205.2,-0.047,0.156,0.002,0.258,0.365,0.380,0.294
Merrill Kelly,Fastball,117,92.1,92.2,2436.3,-0.505,1.346,0.009,0.250,0.500,0.267,0.387
Merrill Kelly,Off-speed,356,87.5,87.4,2355.6,-0.367,0.317,0.003,0.214,0.378,0.246,0.269
Michael Fulmer,Fastball,146,93.2,93.9,2169.5,-0.443,1.310,0.007,0.379,0.793,0.318,0.522
Michael Fulmer,Off-speed,382,89.4,89.9,2113.8,-0.565,0.594,0.003,0.374,0.560,0.417,0.433
Michael King,Off-speed,441,89.1,88.9,2233.5,-0.996,0.508,0.002,0.279,0.471,0.325,0.374
Michael Lorenzen,Fastball,201,96.8,96.0,2528.4,-0.903,1.371,0.005,0.077,0.077,0.125,0.211
Michael Lorenzen,Off-speed,407,88.4,87.8,2413.9,-0.281,0.406,0.002,0.314,0.500,0.375,0.379
Michael Pineda,Fastball,228,92.1,92.2,1941.8,-0.599,1.225,0.004,0.381,0.524,0.444,0.433
Michael Pineda,Off-speed,227,83.2,82.9,1951.7,-0.282,0.178,0.004,0.153,0.153,0.214,0.145
Michael Wacha,Fastball,259,93.6,94.6,2126.6,-0.657,1.396,0.004,0.400,0.727,0.419,0.532
Michael Wacha,Off-speed,350,87.5,88.6,1797.5,-0.434,0.578,0.003,0.261,0.522,0.328,0.342
Miguel Castro,Off-speed,475,93.5,93.9,2486.9,-0.853,0.429,0.002,0.283,0.465,0.421,0.375
Mike Clevinger,Fastball,259,95.1,96.1,2349.0,-0.587,1.474,0.004,0.236,0.564,0.222,0.353
Mike Clevinger,Off-speed,390,82.6,83.3,2301.1, 0.577,0.002,0.003,0.231,0.330,0.308,0.295
Mike Fiers,Fastball,289,88.0,87.1,2157.9,-0.885,1.404,0.003,0.205,0.361,0.212,0.262
Mike Fiers,Off-speed,627,82.4,81.4,2227.7,-0.323,0.467,0.002,0.316,0.480,0.339,0.396
Mike Kickham,Off-speed,229,83.1,83.3,2419.2,-0.597,0.032,0.004,0.314,0.667,0.367,0.474
Mike Mayers,Fastball,172,94.2,93.4,2372.1,-0.854,1.378,0.006,0.111,0.222,0.150,0.238
Mike Mayers,Off-speed,340,86.8,85.8,2159.6, 0.222,0.268,0.003,0.187,0.267,0.283,0.222
Mike Minor,Fastball,496,90.6,90.0,2586.8,0.099,1.173,0.002,0.230,0.360,0.263,0.309
Mike Minor,Off-speed,483,84.8,83.6,2524.1,0.327,0.366,0.002,0.231,0.462,0.275,0.323
Mike Soroka,Off-speed,143,85.5,84.2,2294.9,-0.590,0.294,0.007,0.184,0.211,0.226,0.270
Mitch Keller,Fastball,214,93.9,93.7,2327.3,-0.592, 1.383,0.005,0.189,0.405,0.172,0.376
Mitch Keller,Off-speed,171,83.2,83.1,2457.4, 0.389,-0.288,0.006,0.067,0.267,0.000,0.244
Mychal Givens,Fastball,269,94.7,95.3,2416.2,-0.781,1.048,0.004,0.177,0.419,0.184,0.320
Mychal Givens,Off-speed,146,83.8,83.8,2294.9,-0.366,0.052,0.007,0.278,0.556,0.308,0.426
Nate Jones,Off-speed,356,92.1,91.6,2401.4,-0.524,0.877,0.003,0.320,0.560,0.388,0.420
Nate Pearson,Fastball,164,96.3,97.3,2305.8,-0.527, 1.509,0.006,0.205,0.385,0.207,0.350
Nate Pearson,Off-speed,160,84.0,84.9,2500.2, 0.378,-0.157,0.006,0.214,0.536,0.167,0.334
Nathan Eovaldi,Fastball,282,97.3,97.8,2121.5,-0.903,1.167,0.004,0.328,0.574,0.447,0.407
Nathan Eovaldi,Off-speed,466,87.3,87.8,2064.7, 0.125,0.099,0.002,0.246,0.429,0.292,0.334
Nick Anderson,Fastball,152,95.2,95.2,2222.1,-0.515,1.579,0.007,0.097,0.194,0.118,0.143
Nick Goody,Fastball,106,91.6,91.4,2195.8,-0.683,1.476,0.009,0.316,0.579,0.462,0.433
Nick Goody,Off-speed,140,81.5,80.9,2328.8, 0.602,0.232,0.007,0.296,0.704,0.278,0.445
Nick Margevicius,Fastball,435,90.0,90.5,2126.4, 0.368,1.508,0.002,0.269,0.529,0.278,0.373
Nick Margevicius,Off-speed,244,79.3,79.8,1803.0,-0.181,0.009,0.004,0.192,0.250,0.286,0.211
Nick Nelson,Fastball,214,96.3,96.3,2091.5,-0.641,1.422,0.005,0.314,0.629,0.296,0.463
Nick Nelson,Off-speed,160,86.2,86.0,2159.1,-0.362,0.036,0.006,0.209,0.279,0.267,0.230
Nick Pivetta,Fastball,143,92.8,93.5,2332.4,-0.662, 1.624,0.007,0.306,0.667,0.333,0.442
Nick Pivetta,Off-speed,147,82.8,83.3,2401.1, 0.416,-0.324,0.007,0.259,0.444,0.316,0.355
Nick Ramirez,Off-speed,158,84.4,83.5,1824.9,0.894,0.690,0.006,0.222,0.472,0.208,0.355
Nick Tropeano,Off-speed,181,80.7,79.6,1946.7,-0.510,0.222,0.006,0.222,0.400,0.321,0.308
Nick Vincent,Fastball,154,89.1,88.9,2336.1,-0.431,1.419,0.006,0.289,0.553,0.375,0.403
Nick Vincent,Off-speed,169,86.6,86.4,2231.0,-0.163,0.990,0.006,0.255,0.489,0.231,0.350
Nick Wittgren,Fastball,228,92.9,93.8,2221.0,-0.820,1.360,0.004,0.130,0.304,0.154,0.263
Nick Wittgren,Off-speed,149,85.9,86.7,2033.9,-0.605,0.128,0.007,0.300,0.525,0.357,0.435
Nik Turley,Fastball,207,94.2,94.7,2535.6, 0.560, 1.311,0.005,0.148,0.259,0.159,0.227
Nik Turley,Off-speed,166,76.6,76.0,2814.7,-1.017,-1.310,0.006,0.238,0.381,0.385,0.425
Noe Ramirez,Fastball,121,88.7,88.1,2183.5,-0.813, 1.045,0.008,0.071,0.071,0.091,0.120
Noe Ramirez,Off-speed,215,80.2,79.4,2330.0,-0.116,-0.300,0.005,0.289,0.489,0.306,0.386
Oliver Perez,Off-speed,242,83.0,83.1,2143.6,0.333,0.263,0.004,0.200,0.255,0.250,0.278
Pablo Lopez,Fastball,291,93.9,94.8,2124.3,-0.545,1.116,0.003,0.227,0.360,0.333,0.327
Pablo Lopez,Off-speed,612,88.8,89.5,2071.3,-0.924,0.342,0.002,0.236,0.343,0.282,0.269
Patrick Corbin,Fastball,238,90.1,90.1,2145.2,0.711,1.229,0.004,0.415,0.679,0.396,0.484
Patrick Corbin,Off-speed,830,82.9,83.6,2124.8,0.338,0.500,0.001,0.283,0.444,0.352,0.334
Patrick Murphy,Off-speed,102,91.4,91.0,2178.7,-0.339,0.253,0.010,0.273,0.409,0.353,0.310
Patrick Sandoval,Fastball,267,92.8,92.1,2021.3,0.422,1.277,0.004,0.324,0.568,0.317,0.415
Patrick Sandoval,Off-speed,331,83.6,83.0,2162.6,0.068,0.315,0.003,0.178,0.452,0.171,0.290
Paul Fry,Fastball,200,92.8,92.6,2281.5, 0.483, 1.153,0.005,0.340,0.553,0.378,0.421
Paul Fry,Off-speed,176,84.9,84.4,2780.6,-1.195,-0.374,0.006,0.146,0.220,0.263,0.223
Pedro Baez,Fastball,129,94.4,93.7,2226.2,-0.485,1.489,0.008,0.207,0.345,0.227,0.254
Pedro Baez,Off-speed,177,86.9,86.0,1828.5,-0.610,0.847,0.006,0.118,0.235,0.115,0.232
Pete Fairbanks,Fastball,281,97.4,98.4,2431.7,-0.021, 1.412,0.004,0.277,0.340,0.400,0.371
Pete Fairbanks,Off-speed,209,87.5,88.2,2364.6, 0.188,-0.345,0.005,0.189,0.283,0.310,0.254
Phil Maton,Fastball,176,93.5,95.3,2457.5,-0.040, 1.123,0.006,0.295,0.341,0.542,0.344
Phil Maton,Off-speed,203,82.3,83.3,2829.9, 1.050,-0.371,0.005,0.238,0.405,0.310,0.351
Phillips Valdez,Off-speed,509,88.0,86.9,2185.4,-1.341,0.072,0.002,0.282,0.410,0.353,0.369
Pierce Johnson,Off-speed,302,89.9,89.0,2681.5,0.200,0.356,0.003,0.217,0.348,0.317,0.293
Rafael Dolis,Off-speed,411,91.0,90.6,2119.3,-0.770,0.795,0.002,0.195,0.280,0.294,0.289
Rafael Montero,Fastball,138,95.8,95.6,2284.1,-0.718,1.250,0.007,0.200,0.480,0.286,0.343
Rafael Montero,Off-speed,151,91.2,91.2,2174.8,-1.021,0.595,0.007,0.184,0.316,0.214,0.271
Raisel Iglesias,Fastball,138,96.0,95.5,2416.9,-0.764,1.355,0.007,0.219,0.406,0.300,0.296
Raisel Iglesias,Off-speed,223,87.7,87.4,2368.8,-0.138,0.395,0.004,0.180,0.180,0.290,0.194
Ramon Rosso,Fastball,126,93.6,93.2,2527.9,-0.067,1.107,0.008,0.240,0.480,0.333,0.422
Randy Dobnak,Off-speed,714,87.5,86.8,2081.0,-0.744,0.001,0.001,0.276,0.368,0.308,0.322
Reynaldo Lopez,Fastball,255,94.2,94.5,2137.9,-0.596,1.411,0.004,0.327,0.633,0.364,0.476
Reynaldo Lopez,Off-speed,248,82.7,83.1,1923.8,-0.165,0.420,0.004,0.218,0.527,0.179,0.349
Rich Hill,Fastball,274,87.8,87.8,2393.3, 0.811, 1.567,0.004,0.250,0.481,0.263,0.353
Rich Hill,Off-speed,345,73.7,73.0,2775.8,-1.356,-0.821,0.003,0.179,0.202,0.231,0.238
Richard Bleier,Off-speed,217,85.9,86.3,1939.7,0.634,0.353,0.005,0.230,0.311,0.280,0.274
Richard Rodriguez,Fastball,281,92.9,93.6,2542.7,-1.095, 1.331,0.004,0.210,0.371,0.256,0.280
Richard Rodriguez,Off-speed,111,81.5,82.2,2412.7, 0.535,-0.389,0.009,0.100,0.100,0.286,0.209
Rick Porcello,Fastball,103,91.6,91.2,2299.0,-0.645,1.360,0.010,0.211,0.211,0.444,0.212
Rick Porcello,Off-speed,880,86.8,86.4,2175.3,-0.675,0.671,0.001,0.311,0.453,0.369,0.362
Riley Smith,Off-speed,250,89.2,89.1,2216.4,-0.551,0.422,0.004,0.234,0.312,0.311,0.272
Robbie Erlin,Fastball,257,89.3,89.1,2261.5, 0.699, 1.416,0.004,0.274,0.645,0.261,0.397
Robbie Erlin,Off-speed,204,78.7,78.4,2192.0,-0.049,-0.511,0.005,0.320,0.640,0.382,0.462
Robbie Ray,Fastball,503,93.9,93.9,2419.6,0.801,1.419,0.002,0.292,0.689,0.296,0.489
Robbie Ray,Off-speed,561,86.3,85.9,2311.4,0.099,0.428,0.002,0.227,0.340,0.358,0.287
Robert Dugger,Off-speed,122,82.0,81.9,2364.2,0.120,-0.015,0.008,0.423,0.846,0.435,0.554
Robert Gsellman,Off-speed,225,90.4,90.6,2208.7,-0.652,0.826,0.004,0.348,0.630,0.351,0.458
Robert Stephenson,Off-speed,123,83.8,83.8,2763.1,0.200,-0.115,0.008,0.231,0.577,0.250,0.406
Robert Stock,Fastball,162,96.8,96.8,2217.5,-0.926,1.186,0.006,0.361,0.417,0.500,0.406
Rony Garcia,Fastball,248,93.3,92.6,2275.9,-0.793,0.956,0.004,0.317,0.617,0.304,0.432
Rony Garcia,Off-speed,145,86.5,85.9,2088.7,-0.268,0.376,0.007,0.222,0.519,0.200,0.341
Ross Detwiler,Off-speed,225,86.4,85.3,2119.1,0.623,0.380,0.004,0.250,0.304,0.311,0.278
Ross Stripling,Fastball,355,91.7,91.2,2275.2,-0.427, 1.522,0.003,0.333,0.787,0.269,0.506
Ross Stripling,Off-speed,460,82.5,81.9,2318.0,-0.045,-0.269,0.002,0.252,0.390,0.312,0.308
Rowan Wick,Fastball,161,94.9,95.2,2345.5,-0.076, 1.525,0.006,0.275,0.375,0.367,0.320
Rowan Wick,Off-speed,143,80.8,80.7,2612.1, 0.514,-0.852,0.007,0.250,0.429,0.353,0.307
Ryan Borucki,Off-speed,322,90.3,90.4,2200.8,0.732,0.625,0.003,0.200,0.300,0.282,0.286
Ryan Brasier,Fastball,247,96.2,97.1,2252.9,-0.616,1.380,0.004,0.268,0.446,0.333,0.323
Ryan Brasier,Off-speed,177,87.1,88.5,2306.2, 0.167,0.235,0.006,0.214,0.286,0.321,0.285
Ryan Castellani,Fastball,365,92.5,92.7,2348.6,-0.880,1.022,0.003,0.256,0.538,0.230,0.437
Ryan Castellani,Off-speed,392,83.5,83.5,2230.2, 0.007,0.006,0.003,0.218,0.513,0.183,0.366
Ryan Helsley,Off-speed,110,85.4,85.9,2453.2,0.245,-0.127,0.009,0.130,0.391,0.083,0.291
Ryan Pressly,Fastball,131,94.6,94.7,2532.7,-0.017, 1.323,0.008,0.357,0.607,0.409,0.413
Ryan Pressly,Off-speed,222,86.3,86.0,2924.3, 0.668,-0.319,0.005,0.204,0.315,0.345,0.290
Ryan Sherriff,Off-speed,126,88.9,88.6,2082.8,1.029,0.180,0.008,0.188,0.188,0.200,0.198
Ryan Tepera,Off-speed,316,89.5,89.7,2270.6,-0.349,0.649,0.003,0.232,0.362,0.368,0.327
Ryan Thompson,Off-speed,381,84.8,85.2,2004.2,-0.167,0.006,0.003,0.287,0.457,0.311,0.352
Ryan Weber,Off-speed,637,84.5,83.4,2054.4,-0.742,-0.021,0.002,0.272,0.488,0.277,0.372
Ryan Yarbrough,Off-speed,834,81.4,81.7,2068.8,0.462,0.673,0.001,0.256,0.374,0.299,0.326
Ryne Harper,Fastball,153,88.4,89.3,1829.9,0.006, 0.901,0.007,0.486,0.946,0.483,0.642
Ryne Harper,Off-speed,255,73.7,74.1,2242.6,1.025,-0.585,0.004,0.175,0.254,0.244,0.202
Ryne Stanek,Off-speed,106,88.5,88.3,2006.4,-0.267,0.438,0.009,0.304,0.478,0.462,0.380
Sam Coonrod,Off-speed,214,92.8,92.9,2183.1,-0.772,0.433,0.005,0.261,0.435,0.286,0.380
Sam Howard,Fastball,135,92.0,91.1,2431.0, 0.804,1.499,0.007,0.243,0.432,0.280,0.348
Sam Howard,Off-speed,226,84.6,84.2,2467.0,-0.163,0.450,0.004,0.200,0.450,0.273,0.369
Sam Selman,Fastball,146,91.2,91.8,2476.2, 0.236,1.310,0.007,0.304,0.565,0.429,0.454
Sam Selman,Off-speed,215,80.1,80.4,2569.5,-1.046,0.145,0.005,0.128,0.191,0.161,0.215
Sandy Alcantara,Fastball,164,96.9,96.1,2320.0,-0.792,1.277,0.006,0.250,0.350,0.357,0.290
Sandy Alcantara,Off-speed,498,91.3,90.7,2330.9,-0.724,0.392,0.002,0.217,0.357,0.250,0.299
Scott Alexander,Off-speed,198,92.2,91.9,2202.5,0.985,0.406,0.005,0.220,0.366,0.233,0.318
Scott Barlow,Fastball,188,94.9,96.4,2310.9,-0.494, 1.259,0.005,0.324,0.649,0.360,0.438
Scott Barlow,Off-speed,319,81.7,82.8,2421.0, 0.849,-0.406,0.003,0.197,0.263,0.304,0.252
Sean Doolittle,Fastball,104,90.7,91.0,2186.7,0.277,1.599,0.010,0.381,0.714,0.400,0.471
Sean Manaea,Off-speed,812,86.1,87.6,1682.5,0.643,0.523,0.001,0.270,0.427,0.311,0.318
Sean Newcomb,Fastball,162,93.4,93.0,2306.9, 0.361, 1.383,0.006,0.448,0.759,0.478,0.538
Sean Newcomb,Off-speed,138,81.8,81.2,2287.0,-0.127,-0.337,0.007,0.226,0.419,0.208,0.393
Sean Poppen,Off-speed,153,89.0,89.2,1993.0,-0.265,0.168,0.007,0.290,0.387,0.429,0.339
Sergio Romo,Off-speed,321,77.7,73.2,2729.6,0.526,0.553,0.003,0.206,0.368,0.234,0.323
Seth Elledge,Off-speed,231,89.7,89.7,2367.0,-0.610,0.593,0.004,0.262,0.571,0.346,0.427
Seth Lugo,Fastball,197,93.5,93.2,2241.2,-0.669,1.408,0.005,0.275,0.686,0.421,0.434
Seth Lugo,Off-speed,413,86.8,86.3,2460.7,-0.286,0.155,0.002,0.274,0.400,0.324,0.324
Shane Bieber,Fastball,463,94.1,94.7,2353.7,-0.746, 1.525,0.002,0.210,0.310,0.345,0.257
Shane Bieber,Off-speed,775,86.0,86.5,2341.8, 0.195,-0.313,0.001,0.145,0.243,0.225,0.213
Shane Greene,Off-speed,391,87.4,86.7,2222.7,-0.281,0.515,0.003,0.239,0.348,0.282,0.309
Shaun Anderson,Fastball,107,94.4,95.4,2494.7,-0.145,1.282,0.009,0.385,0.615,0.400,0.506
Shaun Anderson,Off-speed,170,88.3,89.2,2612.3, 0.314,0.274,0.006,0.119,0.310,0.125,0.254
Shawn Armstrong,Fastball,102,93.6,94.1,2479.1,-0.374,1.480,0.010,0.095,0.190,0.154,0.241
Shawn Armstrong,Off-speed,135,87.4,87.8,2662.7, 0.679,0.187,0.007,0.219,0.375,0.240,0.256
Shun Yamaguchi,Fastball,205,90.8,90.3,2129.1,-0.908,1.299,0.005,0.324,0.618,0.409,0.473
Shun Yamaguchi,Off-speed,297,83.2,83.4,1609.0,-0.447,0.200,0.003,0.262,0.523,0.277,0.384
Sixto Sanchez,Fastball,133,98.5,98.1,2164.2,-0.860,1.123,0.008,0.217,0.565,0.231,0.373
Sixto Sanchez,Off-speed,426,91.1,90.8,2094.8,-0.789,0.317,0.002,0.256,0.289,0.312,0.281
Sonny Gray,Fastball,250,93.0,93.6,2521.0,-0.170, 1.279,0.004,0.250,0.477,0.290,0.336
Sonny Gray,Off-speed,718,86.1,86.2,2696.5, 0.333,-0.121,0.001,0.190,0.264,0.290,0.271
Spencer Howard,Fastball,248,94.0,94.3,2344.9,-0.825,1.495,0.004,0.280,0.400,0.333,0.345
Spencer Howard,Off-speed,191,81.1,81.6,2043.5,-0.064,0.206,0.005,0.320,0.660,0.324,0.441
Spencer Turnbull,Fastball,434,93.7,94.0,2500.3,-0.180,0.932,0.002,0.198,0.309,0.273,0.313
Spencer Turnbull,Off-speed,529,88.8,88.8,2342.2,-0.452,0.103,0.002,0.244,0.354,0.297,0.299
Stefan Crichton,Off-speed,396,86.8,85.7,2209.9,-0.486,0.193,0.003,0.229,0.344,0.292,0.314
Stephen Tarpley,Off-speed,175,87.0,86.9,2206.6,0.473,0.263,0.006,0.289,0.526,0.346,0.447
Steve Cishek,Off-speed,364,83.9,85.9,2326.2,-0.039,0.119,0.003,0.280,0.507,0.309,0.414
Steven Brault,Fastball,290,92.3,92.6,2179.5,0.707,1.273,0.003,0.149,0.149,0.219,0.326
Steven Brault,Off-speed,456,85.0,85.6,2014.6,0.398,0.160,0.002,0.216,0.294,0.250,0.264
Steven Matz,Off-speed,633,89.1,89.4,2267.9,0.854,0.507,0.002,0.323,0.700,0.346,0.453
T.J. McFarland,Off-speed,331,85.0,84.1,1974.9,0.853,0.011,0.003,0.302,0.547,0.292,0.395
T.J. Zeuch,Off-speed,170,88.4,88.5,2043.3,-0.668,0.505,0.006,0.220,0.366,0.216,0.292
Taijuan Walker,Fastball,338,93.2,92.8,2142.6,-0.570,1.534,0.003,0.156,0.344,0.159,0.318
Taijuan Walker,Off-speed,546,86.1,85.7,2142.4,-0.290,0.347,0.002,0.241,0.380,0.280,0.303
Tanner Houck,Off-speed,167,85.8,85.6,2279.4,0.100,0.068,0.006,0.000,0.000,0.000,0.168
Tanner Rainey,Fastball,182,96.6,96.6,2457.1,-0.517, 1.466,0.005,0.149,0.447,0.107,0.300
Tanner Rainey,Off-speed,117,87.1,87.4,2406.5, 0.336,-0.198,0.009,0.050,0.050,0.250,0.129
Tanner Roark,Fastball,285,90.6,90.3,2079.3,-0.311,1.491,0.004,0.344,0.721,0.348,0.495
Tanner Roark,Off-speed,616,83.3,82.9,2139.4,-0.198,0.500,0.002,0.295,0.568,0.323,0.408
Tanner Scott,Fastball,205,96.5,96.2,2655.7, 0.337, 1.226,0.005,0.212,0.333,0.222,0.359
Tanner Scott,Off-speed,140,88.6,88.6,2770.2,-0.365,-0.038,0.007,0.128,0.154,0.238,0.199
Tarik Skubal,Fastball,348,94.4,94.1,2422.1,0.928,1.425,0.003,0.250,0.547,0.256,0.366
Tarik Skubal,Off-speed,243,83.4,83.5,2024.4,0.179,0.420,0.004,0.218,0.436,0.250,0.345
Taylor Clarke,Fastball,320,94.3,94.0,2335.6,-0.455,1.524,0.003,0.217,0.449,0.220,0.337
Taylor Clarke,Off-speed,383,85.9,85.6,2061.5,-0.104,0.129,0.003,0.217,0.402,0.250,0.301
Taylor Guilbeau,Off-speed,129,88.4,88.1,1920.2,1.049,0.422,0.008,0.267,0.367,0.296,0.344
Taylor Hearn,Fastball,212,94.9,93.0,2289.2, 0.476,1.473,0.005,0.174,0.239,0.259,0.280
Taylor Hearn,Off-speed,140,84.2,81.9,2062.1,-0.102,0.512,0.007,0.294,0.529,0.333,0.391
Taylor Rogers,Off-speed,354,88.3,87.8,2357.3,0.260,0.371,0.003,0.306,0.471,0.400,0.364
Taylor Widener,Fastball,233,94.5,95.2,2396.8,-0.567,1.440,0.004,0.191,0.404,0.250,0.349
Taylor Widener,Off-speed,131,86.3,87.1,2158.7,-0.281,0.334,0.008,0.192,0.538,0.111,0.395
Taylor Williams,Fastball,119,95.0,94.8,2307.6,-0.969,0.904,0.008,0.385,0.462,0.476,0.476
Taylor Williams,Off-speed,153,86.1,86.0,2464.6, 0.001,0.145,0.007,0.129,0.258,0.200,0.234
